,trading_status_wave03,trading_status_wave04,trading_status_wave05,trading_status_wave06,trading_status_wave07,trading_status_wave08,trading_status_wave09,trading_status_wave10,trading_status_wave11,trading_status_wave12,trading_status_wave13,trading_status_wave14,new_recruitment_wave03,new_recruitment_wave04,new_recruitment_wave05,new_recruitment_wave06,new_recruitment_wave07,new_recruitment_wave08,new_recruitment_wave09,new_recruitment_wave10,new_recruitment_wave11,new_recruitment_wave12,new_recruitment_wave13,new_recruitment_wave14,online_challenge_wave13,footfall_wave11,footfall_wave12,footfall_wave13,prices_bought_wave03,prices_bought_wave04,prices_bought_wave05,prices_bought_wave06,prices_bought_wave07,prices_bought_wave08,prices_bought_wave09,prices_bought_wave10,prices_bought_wave11,prices_bought_wave12,prices_bought_wave13,prices_bought_wave14,prices_sold_wave03,prices_sold_wave04,prices_sold_wave05,prices_sold_wave06,prices_sold_wave07,prices_sold_wave08,prices_sold_wave09,prices_sold_wave10,prices_sold_wave11,prices_sold_wave12,prices_sold_wave13,prices_sold_wave14,exporting_effect_wave04,exporting_effect_wave05,exporting_effect_wave06,exporting_effect_wave07,exporting_effect_wave08,exporting_effect_wave09,exporting_effect_wave10,exporting_effect_wave11,exporting_effect_wave12,exporting_effect_wave13,exporting_effect_wave14,importing_effect_wave04,importing_effect_wave05,importing_effect_wave06,importing_effect_wave07,importing_effect_wave08,importing_effect_wave09,importing_effect_wave10,importing_effect_wave11,importing_effect_wave12,importing_effect_wave13,importing_effect_wave14,stock_levels_wave07,stock_levels_wave08,stock_levels_wave09,stock_levels_wave10,stock_levels_wave11,stock_levels_wave12,stock_levels_wave13,stock_levels_wave14,turnover_wave03,turnover_wave04,turnover_wave05,turnover_wave06,turnover_wave07,turnover_wave08,turnover_wave09,turnover_wave10,turnover_wave11,turnover_wave12,turnover_wave13,turnover_wave14,turnover_vs_operating_cost_wave10,turnover_vs_operating_cost_wave11,turnover_vs_operating_cost_wave12,turnover_vs_operating_cost_wave13,turnover_vs_operating_cost_wave14,capex_wave07,capex_wave09,capex_wave11,capex_wave13,cash_flow_wave04,cash_flow_wave05,cash_flow_wave06,cash_flow_wave07,cash_flow_wave08,cash_flow_wave09,cash_flow_wave10,cash_flow_wave11,cash_flow_wave12,cash_flow_wave13,cash_flow_wave14,value_of_covid_based_loans_taken_out,company_reg_number
744,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Has temporarily closed or temporarily paused trading,Currently trading,Currently trading,Currently trading,Currently trading,0,0,0,0,0,0,0,0,0,0,0,0,Did not experience any challenges selling goods or services online,Footfall has decreased,Footfall has stayed the same,Footfall has decreased,Prices did not change any more than normal,Not sure,Prices increased more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices increased more than normal,N/A,Prices did not change any more than normal,Prices increased more than normal,Prices did not change any more than normal,"Some prices increased, some prices decreased",Prices decreased more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,N/A,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Not been able to export in the last two weeks,Exporting has not been affected,Not been able to export in the last two weeks,"Exporting, but less than normal",Not been able to export in the last two weeks,"Exporting, but less than normal",N/A,Exporting has not been affected,Not sure,Not been able to export in the last two weeks,Not sure,Not sure,"Importing, but less than normal",Not sure,"Importing, but less than normal",Not been able to import in the last two weeks,"Importing, but less than normal",N/A,Importing has not been affected,Importing has not been affected,"Importing, but less than normal","Importing, but less than normal",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,0,0,0,-12,9,0,N/A,-10,-35,0,-10,N/A,12,4,0,8,Capital expenditure is lower than normal,Capital expenditure has not been affected,Capital expenditure has not been affected,Capital expenditure is lower than normal,1 to 3 months,1 to 3 months,1 to 3 months,Not sure,Not sure,1 to 3 months,N/A,1 to 3 months,Not sure,Not sure,Not sure,31948,20000845
745,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,0,0,0,0,0,0,0,0,0,0,0,0,Did not experience any challenges selling goods or services online,Not applicable,Not applicable,Not applicable,Not sure,Prices did not change any more than normal,Prices did not change any more than normal,Not sure,Prices did not change any more than normal,Prices increased more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Not sure,"Some prices increased, some prices decreased",Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Not sure,Prices did not change any more than normal,Prices did not change any more than normal,Prices increased more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Not sure,Not been able to export in the last two weeks,Not been able to export in the last two weeks,Not been able to export in the last two weeks,Exporting has not been affected,"Exporting, but less than normal","Exporting, but less than normal",Exporting has not been affected,Exporting has not been affected,Exporting has not been affected,Exporting has not been affected,Not been able to import in the last two weeks,"Importing, but less than normal",Not sure,Not been able to import in the last two weeks,Not been able to import in the last two weeks,"Importing, but less than normal","Importing, but less than normal",Importing has not been affected,Importing has not been affected,Importing has not been affected,Importing has not been affected,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,-32,-74,-13,-67,-38,-33,-37,-81,-78,0,12,35,66,0,0,0,0,Capital expenditure has not been affected,Capital expenditure is higher than normal,Capital expenditure is higher than normal,Capital expenditure has not been affected,Not sure,1 to 3 months,1 to 3 months,1 to 3 months,1 to 3 months,Not sure,1 to 3 months,1 to 3 months,Not sure,Not sure,Not sure,30232,20000847
746,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Has temporarily closed or temporarily paused trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,0,0,0,0,0,0,0,0,0,0,0,0,Did not experience any challenges selling goods or services online,Not applicable,Not applicable,Not applicable,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,"Some prices increased, some prices decreased",Prices did not change any more than normal,N/A,Prices did not change any more than normal,Not sure,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,"Some prices increased, some prices decreased",Prices did not change any more than normal,Not sure,N/A,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Not sure,Not been able to export in the last two weeks,Exporting more than normal,Not been able to export in the last two weeks,Not been able to export in the last two weeks,N/A,"Exporting, but less than normal",Not sure,Not sure,Exporting has not been affected,Exporting has not been affected,"Importing, but less than normal",Not been able to import in the last two weeks,Not been able to import in the last two weeks,"Importing, but less than normal",Not been able to import in the last two weeks,N/A,Importing has not been affected,"Importing, but less than normal",Importing has not been affected,Importing has not been affected,Not sure,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,0,0,-9,0,0,N/A,0,-16,-66,0,73,9,0,0,0,0,Not sure,N/A,Capital expenditure has not been affected,Capital expenditure is lower than normal,1 to 3 months,Less than 1 month,Not sure,Not sure,Not sure,N/A,Not sure,Less than 1 month,Not sure,Not sure,Not sure,0,20000849
747,Currently trading,Has temporarily closed or temporarily paused trading,Currently trading,Has temporarily closed or temporarily paused trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,0,0,0,0,0,0,0,0,0,0,0,0,Other,Not sure,Footfall has stayed the same,Not sure,Prices increased more than normal,N/A,Prices did not change any more than normal,N/A,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices increased more than normal,Prices did not change any more than normal,"Some prices increased, some prices decreased",Prices did not change any more than normal,N/A,Prices did not change any more than normal,N/A,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices increased more than normal,Not sure,Prices did not change any more than normal,N/A,Not been able to export in the last two weeks,N/A,Not been able to export in the last two weeks,Not been able to export in the last two weeks,"Exporting, but less than normal",Exporting has not been affected,Exporting has not been affected,Exporting has not been affected,Exporting has not been affected,Exporting has not been affected,N/A,"Importing, but less than normal",N/A,Not been able to import in the last two weeks,"Importing, but less than normal",Importing has not been affected,Importing has not been affected,"Importing, but less than normal",Importing has not been affected,Importing has not been affected,Importing has not been affected,Stock levels have not changed,Stock levels have not changed,Stock levels have not changed,Stock levels have not changed,Stock levels have not changed,Stock levels are lower than normal,Stock levels have not changed,Stock levels have not changed,0,N/A,0,N/A,-43,-26,-7,-35,14,0,0,0,85,-10,0,15,0,Capital expenditure is lower than normal,Capital expenditure is lower than normal,Not sure,Capital expenditure has stopped,N/A,1 to 3 months,N/A,1 to 3 months,1 to 3 months,Not sure,Not sure,4 to 6 months,1 to 3 months,Not sure,Not sure,32561,20000850
748,Currently trading,Has temporarily closed or temporarily paused trading,Has temporarily closed or temporarily paused trading,Currently trading,Currently trading,Has temporarily closed or temporarily paused trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,0,0,0,0,0,0,0,0,0,0,0,0,Did not experience any challenges selling goods or services online,Not sure,Footfall has decreased,Footfall has decreased,Prices did not change any more than normal,N/A,N/A,Prices did not change any more than normal,Prices increased more than normal,N/A,Prices increased more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Not sure,Prices did not change any more than normal,Prices did not change any more than normal,Prices decreased more than normal,N/A,N/A,Prices did not change any more than normal,Prices did not change any more than normal,N/A,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices decreased more than normal,Prices did not change any more than normal,N/A,N/A,Exporting more than normal,Not sure,N/A,Not sure,Not been able to export in the last two weeks,Not sure,"Exporting, but less than normal","Exporting, but less than normal","Exporting, but less than normal",N/A,N/A,Not been able to import in the last two weeks,"Importing, but less than normal",N/A,Importing has not been affected,"Importing, but less than normal","Importing, but less than normal","Importing, but less than normal","Importing, but less than normal",Importing has not been affected,Stock levels have not changed,N/A,Stock levels have not changed,Not sure,Stock levels have not changed,Stock levels are lower than normal,Stock levels have not changed,Stock levels have not changed,-76,N/A,N/A,-58,-31,N/A,-35,10,0,28,0,0,-89,-12,0,0,0,Capital expenditure is lower than normal,Capital expenditure has stopped,Capital expenditure has stopped,Capital expenditure has not been affected,N/A,N/A,4 to 6 months,4 to 6 months,N/A,1 to 3 months,4 to 6 months,4 to 6 months,4 to 6 months,4 to 6 months,Not sure,27849,20000851
749,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,0,0,0,0,0,0,0,0,0,0,0,0,Did not experience any challenges selling goods or services online,Not sure,Footfall has stayed the same,Footfall has increased,Not sure,Prices did not change any more than normal,Prices did not change any more than normal,Not sure,Not sure,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,"Some prices increased, some prices decreased",Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Not sure,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Not sure,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,"Exporting, but less than normal",Exporting has not been affected,Not been able to export in the last two weeks,Not been able to export in the last two weeks,Not been able to export in the last two weeks,"Exporting, but less than normal","Exporting, but less than normal",Exporting has not been affected,Exporting has not been affected,"Exporting, but less than normal",Not sure,Not sure,"Importing, but less than normal","Importing, but less than normal","Importing, but less than normal",Not been able to import in the last two weeks,Importing has not been affected,Importing has not been affected,"Importing, but less than normal",Importing has not been affected,Importing has not been affected,Importing has not been affected,Stock levels are lower than normal,Stock levels have not changed,Stock levels have not changed,Stock levels are lower than normal,Stock levels are higher than normal,Stock levels are lower than normal,Stock levels have not changed,Stock levels have not changed,-34,0,-5,0,7,0,0,0,0,-17,-29,0,79,7,0,0,-13,Capital expenditure has stopped,Capital expenditure has not been affected,Capital expenditure is lower than normal,Capital expenditure is lower than normal,1 to 3 months,Not sure,Not sure,1 to 3 months,1 to 3 months,Not sure,1 to 3 months,Not sure,1 to 3 months,Not sure,Not sure,29058,20000852
750,Currently trading,Has temporarily closed or temporarily paused trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,0,0,0,0,0,0,0,0,0,0,0,0,Did not experience any challenges selling goods or services online,Not applicable,Not applicable,Not applicable,Prices did not change any more than normal,N/A,Prices increased more than normal,Prices increased more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices increased more than normal,Prices did not change any more than normal,Not sure,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,N/A,"Some prices increased, some prices decreased",Prices did not change any more than normal,Prices did not change any more than normal,Not sure,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,N/A,Not been able to export in the last two weeks,Exporting more than normal,Exporting has not been affected,Not been able to export in the last two weeks,"Exporting, but less than normal","Exporting, but less than normal","Exporting, but less than normal",Exporting has not been affected,"Exporting, but less than normal","Exporting, but less than normal",N/A,"Importing, but less than normal","Importing, but less than normal","Importing, but less than normal",Not been able to import in the last two weeks,Importing has not been affected,"Importing, but less than normal","Importing, but less than normal","Importing, but less than normal",Importing has not been affected,Importing has not been affected,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,-39,N/A,-12,-76,-72,-80,7,-9,-40,-74,0,0,0,-77,11,-70,0,Capital expenditure has stopped,Capital expenditure has not been affected,Capital expenditure has not been affected,Capital expenditure has not been affected,N/A,1 to 3 months,Not sure,1 to 3 months,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,33175,20000853
751,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,0,0,0,0,0,0,0,0,0,0,0,0,Did not experience any challenges selling goods or services online,Not applicable,Not applicable,Not applicable,Not sure,Prices increased more than normal,Not sure,"Some prices increased, some prices decreased",Prices increased more than normal,Prices increased more than normal,Prices increased more than normal,Prices increased more than normal,Prices increased more than normal,Prices increased more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Exporting has not been affected,Exporting has not been affected,Exporting has not been affected,Exporting has not been affected,"Exporting, but less than normal",Exporting has not been affected,Exporting has not been affected,Exporting has not been affected,"Exporting, but less than normal","Exporting, but less than normal",Exporting has not been affected,Not been able to import in the last two weeks,"Importing, but less than normal","Importing, but less than normal",Not sure,Not been able to import in the last two weeks,Importing more than normal,Importing has not been affected,Importing more than normal,"Importing, but less than normal",Importing has not been affected,Importing has not been affected,Stock levels are lower than normal,Stock levels have not changed,Stock levels have not changed,Stock levels have not changed,Stock levels are higher than normal,Stock levels have not changed,Stock levels are higher than normal,Stock levels have not changed,0,0,0,0,-7,0,0,0,0,0,0,0,3,0,0,-7,14,Capital expenditure has not been affected,Capital expenditure has not been affected,Capital expenditure has not been affected,Capital expenditure has not been affected,4 to 6 months,1 to 3 months,Not sure,Not sure,1 to 3 months,1 to 3 months,1 to 3 months,Not sure,Not sure,1 to 3 months,Not sure,0,20000854
752,Has temporarily closed or temporarily paused trading,Currently trading,Currently trading,Has temporarily closed or temporarily paused trading,Currently trading,Currently trading,Currently trading,Has temporarily closed or temporarily paused trading,Currently trading,Currently trading,Currently trading,Currently trading,0,0,1,0,0,0,0,0,0,0,0,0,Did not experience any challenges selling goods or services online,Footfall has decreased,Footfall has decreased,Footfall has decreased,N/A,"Some prices increased, some prices decreased",Not sure,N/A,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,N/A,Prices did not change any more than normal,Prices increased more than normal,Prices did not change any more than normal,Prices did not change any more than normal,N/A,Prices did not change any more than normal,Prices did not change any more than normal,N/A,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,N/A,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,"Some prices increased, some prices decreased",Not been able to export in the last two weeks,Exporting has not been affected,N/A,Not sure,Exporting has not been affected,Exporting has not been affected,N/A,"Exporting, but less than normal",Exporting has not been affected,Exporting has not been affected,Exporting has not been affected,"Importing, but less than normal",Not been able to import in the last two weeks,N/A,"Importing, but less than normal","Importing, but less than normal",Not sure,N/A,Importing has not been affected,Not sure,Importing has not been affected,"Importing, but less than normal",Not sure,Stock levels have not changed,Stock levels have not changed,N/A,Stock levels have not changed,Stock levels have not changed,Stock levels have not changed,Stock levels have not changed,N/A,-35,-78,N/A,-76,0,0,N/A,-5,-22,0,0,N/A,-12,17,-74,0,Capital expenditure has not been affected,Capital expenditure has stopped,Capital expenditure is higher than normal,Capital expenditure is lower than normal,1 to 3 months,1 to 3 months,N/A,Not sure,Not sure,Less than 1 month,N/A,Not sure,No cash reserves,No cash reserves,No cash reserves,0,20000855
753,Currently trading,Has temporarily closed or temporarily paused trading,Has temporarily closed or temporarily paused trading,Has temporarily closed or temporarily paused trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,0,0,0,0,0,0,0,0,0,0,0,0,Did not experience any challenges selling goods or services online,Not sure,Footfall has decreased,Footfall has decreased,Prices did not change any more than normal,N/A,N/A,N/A,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Not sure,Not sure,Not sure,Prices did not change any more than normal,Prices did not change any more than normal,Prices decreased more than normal,N/A,N/A,N/A,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices decreased more than normal,Prices did not change any more than normal,Prices did not change any more than normal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not been able to export in the last two weeks,N/A,N/A,N/A,"Importing, but less than normal",Not been able to import in the last two weeks,"Importing, but less than normal","Importing, but less than normal","Importing, but less than normal",Not been able to import in the last two weeks,"Importing, but less than normal",Not been able to import in the last two weeks,Stock levels are lower than normal,Stock levels have not changed,Stock levels are lower than normal,Stock levels are lower than normal,Stock levels have not changed,Stock levels have not changed,Stock levels are lower than normal,Stock levels have not changed,-7,N/A,N/A,N/A,0,-14,-75,-37,-39,-38,0,0,0,9,0,13,0,Capital expenditure has not been affected,Capital expenditure is higher than normal,Not sure,Capital expenditure is lower than normal,N/A,N/A,N/A,More than 6 months,More than 6 months,4 to 6 months,4 to 6 months,Not sure,4 to 6 months,1 to 3 months,1 to 3 months,0,20000856
754,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Has temporarily closed or temporarily paused trading,Currently trading,Currently trading,Currently trading,0,0,0,0,0,0,0,0,0,0,0,0,Did not experience any challenges selling goods or services online,N/A,Footfall has decreased,Footfall has stayed the same,Prices did not change any more than normal,Prices did not change any more than normal,"Some prices increased, some prices decreased",Prices did not change any more than normal,Prices increased more than normal,Prices increased more than normal,"Some prices increased, some prices decreased","Some prices increased, some prices decreased",N/A,Prices did not change any more than normal,Not sure,Prices increased more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices increased more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,N/A,"Some prices increased, some prices decreased",Prices did not change any more than normal,Prices did not change any more than normal,Not been able to export in the last two weeks,Exporting has not been affected,Not been able to export in the last two weeks,Not been able to export in the last two weeks,Not been able to export in the last two weeks,Not sure,Not been able to export in the last two weeks,N/A,Exporting has not been affected,Exporting has not been affected,Not sure,Not been able to import in the last two weeks,Not sure,"Importing, but less than normal","Importing, but less than normal","Importing, but less than normal","Importing, but less than normal","Importing, but less than normal",N/A,Importing more than normal,"Importing, but less than normal",Importing more than normal,Stock levels are higher than normal,Not sure,Stock levels have not changed,Stock levels have not changed,N/A,Stock levels are lower than normal,Stock levels are lower than normal,Stock levels are lower than normal,-71,0,0,11,0,-9,7,38,N/A,0,0,0,13,N/A,0,9,0,Capital expenditure is lower than normal,Capital expenditure has not been affected,N/A,Capital expenditure has not been affected,4 to 6 months,1 to 3 months,Not sure,1 to 3 months,Not sure,Not sure,Not sure,N/A,1 to 3 months,Not sure,1 to 3 months,29453,20000857
755,Has temporarily closed or temporarily paused trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,0,1,0,0,0,0,0,0,0,0,0,0,Did not experience any challenges selling goods or services online,Not sure,Footfall has increased,Footfall has stayed the same,N/A,Not sure,"Some prices increased, some prices decreased",Prices increased more than normal,Not sure,Prices increased more than normal,Prices increased more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Not sure,N/A,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices increased more than normal,Prices increased more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices decreased more than normal,Not been able to export in the last two weeks,Not been able to export in the last two weeks,Exporting has not been affected,Not been able to export in the last two weeks,Exporting has not been affected,Exporting has not been affected,"Exporting, but less than normal",Exporting has not been affected,Exporting has not been affected,Exporting has not been affected,Exporting has not been affected,"Importing, but less than normal","Importing, but less than normal","Importing, but less than normal","Importing, but less than normal",Not been able to import in the last two weeks,"Importing, but less than normal",Importing has not been affected,Importing has not been affected,"Importing, but less than normal",Importing has not been affected,Importing has not been affected,Stock levels have not changed,Stock levels have not changed,Stock levels are higher than normal,Stock levels have not changed,Stock levels have not changed,Stock levels are lower than normal,Stock levels have not changed,Stock levels are higher than normal,N/A,-76,0,0,0,0,-11,-29,-13,0,-6,-33,-11,0,0,0,5,Capital expenditure is lower than normal,Capital expenditure has stopped,Capital expenditure has not been affected,Capital expenditure has stopped,Not sure,More than 6 months,4 to 6 months,1 to 3 months,Not sure,1 to 3 months,Not sure,Not sure,1 to 3 months,1 to 3 months,1 to 3 months,0,20000858
756,Has temporarily closed or temporarily paused trading,Has temporarily closed or temporarily paused trading,Has temporarily closed or temporarily paused trading,Has temporarily closed or temporarily paused trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,0,0,0,0,0,0,0,0,0,0,0,0,Did not experience any challenges selling goods or services online,Not sure,Footfall has increased,Footfall has decreased,N/A,N/A,N/A,N/A,Prices did not change any more than normal,"Some prices increased, some prices decreased",Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,N/A,N/A,N/A,N/A,Prices did not change any more than normal,"Some prices increased, some prices decreased",Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices decreased more than normal,N/A,N/A,N/A,Not sure,Exporting has not been affected,Not been able to export in the last two weeks,Not been able to export in the last two weeks,"Exporting, but less than normal",Exporting has not been affected,"Exporting, but less than normal",Not been able to export in the last two weeks,N/A,N/A,N/A,"Importing, but less than normal","Importing, but less than normal",Not been able to import in the last two weeks,"Importing, but less than normal",Importing has not been affected,"Importing, but less than normal",Not sure,Importing has not been affected,Stock levels have not changed,Stock levels have not changed,Stock levels have not changed,Stock levels are higher than normal,Stock levels have not changed,Stock levels have not changed,Stock levels are lower than normal,Stock levels are higher than normal,N/A,N/A,N/A,N/A,-13,-37,0,-6,-5,-47,-67,-9,0,-37,-8,0,5,Capital expenditure is higher than normal,Capital expenditure has stopped,Capital expenditure has not been affected,Capital expenditure is lower than normal,N/A,N/A,N/A,4 to 6 months,1 to 3 months,1 to 3 months,Less than 1 month,Not sure,Not sure,Not sure,Less than 1 month,0,20000859
757,Currently trading,Currently trading,Has temporarily closed or temporarily paused trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,0,0,0,1,0,0,0,0,0,0,0,0,Other,Not applicable,Not applicable,Not applicable,Prices did not change any more than normal,Prices did not change any more than normal,N/A,Prices increased more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Not sure,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,N/A,Prices did not change any more than normal,Prices increased more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Not sure,Prices did not change any more than normal,Exporting has not been affected,N/A,Not been able to export in the last two weeks,Not been able to export in the last two weeks,Exporting has not been affected,"Exporting, but less than normal","Exporting, but less than normal",Not sure,"Exporting, but less than normal",Exporting has not been affected,"Exporting, but less than normal",Importing has not been affected,N/A,Not been able to import in the last two weeks,Not been able to import in the last two weeks,"Importing, but less than normal",Importing has not been affected,Importing has not been affected,Importing has not been affected,Not sure,Importing has not been affected,Importing has not been affected,Stock levels are higher than normal,Stock levels are lower than normal,Stock levels have not changed,Stock levels have not changed,Stock levels are higher than normal,Stock levels have not changed,Stock levels have not changed,Stock levels have not changed,0,0,N/A,-80,-36,-8,0,0,0,0,0,9,35,-12,0,13,7,Capital expenditure has stopped,Capital expenditure has not been affected,Capital expenditure has not been affected,Capital expenditure has not been affected,Not sure,N/A,More than 6 months,More than 6 months,Not sure,4 to 6 months,Not sure,Not sure,1 to 3 months,Not sure,Not sure,0,20000860
758,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,Currently trading,0,0,0,0,0,0,1,0,0,0,0,0,Other,Not applicable,Not applicable,Not applicable,Not sure,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices increased more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices increased more than normal,Not sure,Prices did not change any more than normal,Prices did not change any more than normal,Prices decreased more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Prices did not change any more than normal,Not been able to export in the last two weeks,Not been able to export in the last two weeks,Not sure,Exporting more than normal,Not been able to export in the last two weeks,Exporting has not been affected,Not sure,Exporting has not been affected,Exporting has not been affected,"Exporting, but less than normal","Exporting, but less than normal",Not been able to import in the last two weeks,Not been able to import in the last two weeks,"Importing, but less than normal",Not been able to import in the last two weeks,Not been able to import in the last two weeks,Importing has not been affected,Importing has not been affected,"Importing, but less than normal",Importing has not been affected,Importing has not been affected,Importing has not been affected,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,0,-10,-10,-5,5,0,0,-10,0,0,-7,0,0,0,10,0,Capital expenditure is lower than normal,Capital expenditure is lower than normal,Capital expenditure has not been affected,Capital expenditure has not been affected,Not sure,More than 6 months,More than 6 months,4 to 6 months,4 to 6 months,Not sure,Not sure,Not sure,1 to 3 months,Not sure,1 to 3 months,31802,20000861
