,invoice_id,company_reg_number,invoice_date,invoice_amount,end_date,disputed,paper_or_electronic
33288,54863,20000426,6/8,265.0,27/11,0,e
33289,56194,20000426,4/3,217.0,26/6,0,p
33290,46930,20000426,2/6,166.0,21/9,0,e
33291,17897,20000426,17/1,196.0,9/4,0,e
33292,62004,20000426,20/5,246.0,11/7,0,p
33294,42998,20000426,25/3,213.0,18/4,0,e
33295,73963,20000426,18/9,222.0,16/11,0,e
33297,56602,20000426,27/4,196.0,1/7,0,e
33298,57391,20000426,19/9,218.0,17/12,1,e
33299,58138,20000426,10/3,179.0,22/5,0,e
33301,2505,20000426,8/10,192.0,26/12,0,p
33303,68872,20000426,18/8,136.0,13/11,0,p
33304,45773,20000426,16/1,224.0,15/3,0,e
33305,25304,20000426,14/3,242.0,27/6,0,e
33306,61645,20000426,14/4,216.0,9/6,0,e
33307,10252,20000426,19/3,151.0,3/5,0,p
33308,26604,20000426,7/7,220.0,12/9,0,e
33309,8208,20000426,8/8,222.0,21/11,0,e
33310,20228,20000426,9/1,189.0,11/4,0,p
33312,74136,20000426,21/3,227.0,13/5,0,e
33313,5023,20000426,27/8,200.0,26/11,1,e
33315,65957,20000426,28/4,177.0,15/7,0,e
33316,78457,20000426,5/3,252.0,15/6,0,e
33317,62522,20000426,2/8,236.0,12/10,0,e
33318,20062,20000426,8/1,171.0,5/3,0,e
33320,57792,20000426,4/1,169.0,15/4,0,e
33321,55531,20000426,26/3,211.0,3/4,0,e
33322,58374,20000426,21/3,232.0,27/5,0,e
33323,31673,20000426,18/7,242.0,5/9,0,e
33324,24132,20000426,22/5,165.0,13/8,0,e
33325,16388,20000426,9/7,258.0,18/9,0,p
33326,35111,20000426,28/2,132.0,28/4,0,p
33328,37232,20000426,28/8,155.0,24/11,0,e
33329,43803,20000426,8/8,225.0,26/10,0,e
33330,17878,20000426,7/2,221.0,9/3,1,p
33332,65312,20000426,27/3,218.0,28/5,0,e
33333,69903,20000426,2/9,197.0,27/12,0,p
33334,72703,20000426,2/9,202.0,13/11,0,e
33335,16841,20000426,8/3,242.0,26/5,1,e
33336,59090,20000426,10/11,168.0,27/12,0,e
33337,57177,20000426,14/3,219.0,24/5,0,e
33338,3174,20000426,16/4,254.0,28/7,0,e
33339,56348,20000426,7/5,156.0,27/8,0,e
33340,311,20000426,10/4,253.0,9/7,1,e
33341,38774,20000426,8/1,178.0,12/3,0,e
33342,72828,20000426,2/9,215.0,25/11,0,e
33343,50744,20000426,11/3,257.0,3/5,0,e
33344,50696,20000426,26/9,131.0,15/12,1,p
33345,14645,20000426,4/7,248.0,11/10,0,e
33346,1578,20000426,17/6,216.0,15/9,1,e
33347,19074,20000426,21/4,220.0,25/7,0,e
33348,30552,20000426,21/2,216.0,21/5,0,p
33349,14270,20000426,9/9,143.0,15/11,0,e
33350,62076,20000426,11/3,207.0,28/6,0,p
33351,20619,20000428,6/4,763.0,21/7,0,e
33352,71715,20000428,7/9,395.0,11/11,1,p
33353,20483,20000428,8/1,597.0,11/3,0,e
33355,32631,20000428,10/5,552.0,7/6,0,e
33356,32689,20000428,9/5,406.0,22/7,0,e
33357,60563,20000428,27/7,567.0,11/10,0,p
33358,950,20000428,19/3,637.0,10/6,1,p
33359,59392,20000428,11/3,419.0,14/6,0,e
33360,21609,20000428,19/5,690.0,28/7,0,e
33361,27584,20000428,4/1,616.0,16/4,0,e
33362,70111,20000428,10/9,545.0,9/11,0,e
33363,72042,20000428,20/1,390.0,15/4,1,e
33364,33497,20000428,22/5,707.0,6/7,0,p
33366,50514,20000428,4/5,559.0,28/7,0,e
33367,76245,20000428,14/1,484.0,16/4,0,e
33368,64433,20000428,28/3,558.0,13/5,0,p
33369,23906,20000428,3/6,708.0,4/8,0,p
33370,9888,20000428,5/10,534.0,9/12,1,e
33371,42425,20000428,27/4,540.0,28/6,0,e
33372,10898,20000428,5/6,596.0,28/9,0,e
33373,17103,20000428,13/7,532.0,17/9,0,e
33375,28551,20000428,23/7,393.0,18/10,0,p
33376,43188,20000428,9/1,555.0,28/4,0,e
33379,22282,20000428,4/5,443.0,28/8,0,p
33380,68900,20000428,4/5,660.0,6/7,0,e
33381,36964,20000428,28/3,407.0,1/6,0,e
33382,78100,20000428,21/3,656.0,26/5,0,p
33383,53861,20000428,14/5,585.0,27/7,0,e
33384,74802,20000428,8/3,441.0,15/6,0,p
33385,65576,20000428,12/9,508.0,13/12,0,e
33386,25315,20000428,4/6,611.0,26/8,0,e
33387,19016,20000428,26/5,561.0,24/7,0,e
33388,28556,20000428,2/1,631.0,21/4,0,p
33391,43121,20000428,17/5,564.0,11/8,0,e
33392,65045,20000428,21/5,623.0,26/8,0,e
33393,65631,20000428,14/1,495.0,14/3,0,p
33394,49636,20000428,27/1,700.0,27/3,0,p
33395,35996,20000428,8/4,361.0,28/6,0,e
33396,74135,20000428,16/3,601.0,2/5,1,e
33397,31329,20000428,2/11,699.0,27/12,0,e
33398,40485,20000428,28/9,532.0,17/11,0,e
33399,76636,20000428,8/1,424.0,18/3,0,e
33400,11816,20000428,9/3,692.0,12/4,0,e
33401,64479,20000428,8/11,391.0,4/12,1,e
33402,29336,20000428,14/4,593.0,21/6,1,p
33403,32310,20000428,28/3,584.0,16/6,0,p
33404,51702,20000428,16/9,487.0,24/11,0,p
33405,11033,20000428,18/11,573.0,11/12,0,e
33406,17355,20000428,2/9,567.0,21/12,1,p
33407,19749,20000428,18/1,631.0,14/4,0,e
33408,30962,20000428,8/6,534.0,21/9,1,e
33409,26426,20000428,9/3,620.0,11/6,1,e
33410,71923,20000428,2/5,399.0,13/6,0,p
33411,38453,20000428,2/2,619.0,27/3,0,p
33412,31881,20000428,9/6,500.0,11/9,1,e
33413,15755,20000428,25/4,685.0,27/6,0,e
33414,48853,20000428,7/6,498.0,4/9,0,e
33415,6397,20000428,14/3,523.0,15/4,0,e
33416,16379,20000428,6/9,487.0,11/11,0,e
33417,61172,20000428,4/9,647.0,12/11,0,p
33418,77342,20000428,26/9,500.0,26/12,0,e
33419,18928,20000428,27/4,655.0,27/7,0,p
33420,38966,20000428,2/6,432.0,28/8,0,p
33421,67823,20000428,9/1,736.0,11/4,0,e
33422,3717,20000428,5/3,467.0,9/5,0,e
33423,16751,20000428,8/9,636.0,28/12,0,e
33424,42582,20000428,19/2,470.0,16/5,0,e
33427,72327,20000428,17/5,646.0,11/8,0,e
33428,42211,20000428,8/6,551.0,17/9,0,e
33429,49265,20000428,6/4,523.0,21/7,0,e
33430,41927,20000428,8/3,494.0,5/5,0,p
33431,2033,20000428,4/8,744.0,21/11,1,e
33432,66428,20000428,26/10,552.0,28/12,1,e
33433,8881,20000428,10/3,477.0,3/4,0,e
33434,58143,20000428,8/5,553.0,28/8,0,e
33436,9208,20000428,10/7,498.0,11/9,0,e
33437,59898,20000428,17/3,575.0,16/5,1,p
33438,22222,20000428,18/8,681.0,10/9,0,e
33439,50396,20000428,28/1,458.0,21/4,0,e
33440,31822,20000428,25/7,511.0,16/9,0,e
33441,13642,20000428,27/3,642.0,26/5,0,e
33442,44418,20000428,4/1,445.0,27/3,1,e
33443,56269,20000428,14/6,618.0,15/9,0,e
33444,32795,20000428,18/6,556.0,28/8,0,p
33446,2406,20000428,2/9,407.0,11/11,1,p
33447,6841,20000429,8/1,149.0,15/4,0,e
33448,74083,20000429,27/8,86.0,17/10,0,p
33450,16589,20000429,14/7,104.0,8/8,0,e
33451,53569,20000429,3/7,107.0,16/9,0,p
33452,43458,20000429,16/5,141.0,13/8,0,e
33453,73823,20000429,14/4,85.0,28/6,0,e
33454,40017,20000429,23/1,125.0,3/3,0,e
33455,26796,20000429,12/6,88.0,21/9,0,p
33456,77122,20000429,21/4,113.0,26/7,0,e
33458,64211,20000429,9/9,129.0,13/11,0,e
33459,5555,20000429,3/4,82.0,12/7,0,e
33460,40686,20000429,9/9,126.0,13/10,0,p
33461,59011,20000429,16/7,96.0,11/9,0,e
33462,43490,20000429,26/4,114.0,26/6,0,e
33463,54820,20000429,27/4,137.0,28/7,0,e
33464,54527,20000429,25/9,81.0,2/11,0,e
33465,35716,20000429,17/3,124.0,27/6,0,e
33466,21845,20000429,2/7,110.0,17/8,0,e
33467,54736,20000429,14/2,122.0,28/5,0,e
33468,56161,20000429,23/8,82.0,24/10,1,p
33469,58702,20000429,8/9,121.0,6/11,0,e
33470,39127,20000429,11/8,111.0,15/11,0,e
33471,31056,20000429,8/4,132.0,12/5,0,e
33472,33567,20000429,8/1,81.0,12/4,0,e
33473,78515,20000429,25/1,132.0,13/2,0,e
33474,14937,20000429,2/4,112.0,27/7,0,e
33475,24273,20000429,28/1,110.0,28/2,1,e
33477,61996,20000429,16/4,114.0,21/6,0,e
33478,68263,20000429,25/1,87.0,16/4,0,p
33479,13160,20000429,24/6,143.0,16/9,0,e
33480,9379,20000429,4/1,84.0,28/3,0,p
33481,53181,20000429,4/9,117.0,26/11,0,e
33482,17528,20000429,17/3,112.0,3/6,0,e
33483,54363,20000429,2/7,113.0,21/10,0,p
33484,47654,20000429,27/9,116.0,13/12,0,e
33485,42990,20000429,16/9,86.0,13/12,0,p
33486,36256,20000429,9/9,124.0,13/12,0,e
33487,8750,20000429,4/9,126.0,11/11,0,p
33488,63749,20000429,25/1,79.0,11/4,0,e
33489,65848,20000429,6/7,126.0,26/10,0,e
33491,73055,20000429,14/9,99.0,17/11,0,p
33492,62237,20000429,8/5,107.0,26/8,0,e
33493,21040,20000429,9/8,138.0,24/10,0,e
33494,44466,20000429,22/3,119.0,16/6,0,e
33495,42920,20000429,14/8,109.0,25/9,0,e
33496,19918,20000429,18/8,72.0,28/10,0,e
33498,67103,20000429,18/9,104.0,28/11,1,p
33499,46759,20000429,6/3,116.0,27/5,0,e
33500,16585,20000429,2/5,129.0,27/8,0,e
33501,78767,20000429,16/6,106.0,16/9,0,e
33502,78963,20000429,9/1,111.0,21/4,1,e
33503,9226,20000429,8/5,82.0,17/7,0,p
33504,38641,20000430,8/3,616.0,9/5,0,e
33505,71955,20000430,14/1,494.0,21/3,0,e
33506,26570,20000430,5/6,513.0,24/9,1,e
33509,22807,20000430,23/8,535.0,1/11,0,e
33510,51346,20000430,14/4,602.0,2/7,0,e
33511,8042,20000430,8/9,480.0,25/12,1,e
33513,25133,20000430,18/5,321.0,27/7,0,e
33514,47644,20000430,17/2,675.0,17/4,0,e
33515,32106,20000430,5/2,314.0,11/5,0,p
33516,59369,20000430,27/3,542.0,12/5,0,e
33518,33345,20000430,6/5,577.0,26/7,0,p
33519,16004,20000430,14/8,423.0,19/11,0,e
33520,7412,20000430,8/3,534.0,28/6,1,e
33521,58092,20000430,9/8,449.0,15/11,1,e
33522,57798,20000430,9/7,490.0,24/9,0,p
33523,18615,20000430,14/5,528.0,15/7,0,e
33524,42158,20000430,17/7,657.0,1/9,0,e
33525,31759,20000430,18/5,422.0,26/7,0,e
33526,8021,20000430,16/8,450.0,26/9,0,e
33527,63705,20000430,12/9,554.0,16/10,0,e
33528,46595,20000430,21/9,367.0,24/11,0,e
33531,46696,20000430,5/6,524.0,17/8,0,p
33532,38783,20000430,9/8,338.0,25/9,0,p
33533,6099,20000430,8/5,618.0,5/7,0,e
33535,70954,20000430,20/7,604.0,16/10,0,e
33536,45862,20000430,26/3,402.0,21/6,0,e
33537,21627,20000430,4/9,583.0,26/12,0,e
33538,63166,20000430,13/8,487.0,26/11,0,e
33540,51812,20000430,7/1,428.0,12/4,0,e
33542,12524,20000430,2/1,378.0,11/3,0,e
33544,73051,20000430,14/1,451.0,20/3,0,e
33545,6115,20000430,20/3,406.0,24/5,0,p
33547,55973,20000430,19/1,498.0,1/3,0,e
33548,79246,20000430,19/4,321.0,12/7,0,e
33549,21199,20000430,20/1,512.0,16/2,1,p
33551,35528,20000430,21/3,511.0,11/6,0,e
33552,62781,20000430,25/4,548.0,16/7,1,e
33554,75088,20000430,18/4,548.0,12/6,0,e
33555,20680,20000430,17/1,426.0,16/4,0,e
33556,45624,20000430,28/7,490.0,16/10,1,e
33557,71134,20000430,17/5,552.0,17/6,0,e
33559,26851,20000430,16/9,336.0,9/11,0,e
33560,57304,20000430,7/1,499.0,14/3,0,e
33561,47816,20000430,17/6,645.0,27/9,0,e
33562,15359,20000430,28/9,383.0,15/12,0,p
33563,50784,20000430,25/6,542.0,21/9,0,p
33564,23685,20000430,14/3,565.0,26/6,0,e
33566,50817,20000430,14/5,576.0,27/6,0,p
33567,49868,20000430,24/1,450.0,28/3,1,p
33568,1415,20000430,27/4,468.0,18/6,0,e
33569,68396,20000430,17/9,537.0,11/11,0,p
33571,75576,20000430,6/8,575.0,16/11,0,e
33572,51081,20000430,26/3,570.0,11/6,0,e
33573,18428,20000430,4/3,437.0,21/5,0,e
33576,65443,20000430,17/3,364.0,13/4,0,e
33577,44668,20000430,27/3,604.0,17/5,0,e
33578,36532,20000430,27/1,514.0,5/3,0,e
33579,18084,20000430,21/9,443.0,1/12,0,e
33580,18595,20000430,8/8,574.0,16/10,1,e
33581,66941,20000430,16/9,463.0,13/11,0,e
33583,27030,20000430,5/4,430.0,21/6,0,e
33584,24296,20000430,21/2,636.0,16/4,0,e
33585,30858,20000430,2/4,465.0,2/7,0,e
33586,50811,20000430,9/9,402.0,26/12,0,e
33587,5445,20000430,14/5,596.0,28/7,0,p
33588,12272,20000430,27/9,447.0,13/11,0,e
33589,18671,20000430,9/3,598.0,17/5,0,e
33590,71636,20000430,17/7,520.0,14/9,1,e
33592,41182,20000430,7/8,440.0,8/9,0,p
33593,11819,20000430,12/5,523.0,12/8,0,e
33594,42914,20000430,20/9,497.0,28/11,0,e
33596,16551,20000430,9/4,551.0,5/7,0,e
33597,47849,20000430,25/4,606.0,8/6,0,e
33598,25459,20000430,4/9,435.0,27/11,0,p
33599,65183,20000430,28/3,574.0,11/5,0,e
33600,44472,20000430,11/6,381.0,28/8,0,e
33601,38142,20000430,18/1,470.0,27/3,0,e
33602,3474,20000430,18/9,626.0,27/11,0,e
33603,41185,20000430,3/5,364.0,27/8,1,p
33604,28596,20000430,6/5,561.0,17/7,0,e
33605,55626,20000430,17/6,545.0,11/8,1,e
33606,8186,20000430,26/5,437.0,11/8,0,e
33608,18899,20000430,9/1,453.0,21/2,0,e
33609,16604,20000430,14/1,629.0,28/4,1,e
33610,70520,20000430,6/3,407.0,16/6,0,p
33611,71365,20000430,4/9,533.0,22/11,0,e
33612,36081,20000430,28/5,431.0,13/7,1,e
33613,75094,20000430,27/9,629.0,26/12,1,e
33615,48576,20000430,17/8,565.0,17/11,0,e
33617,58112,20000430,8/6,617.0,14/8,0,e
33618,34364,20000430,11/3,528.0,13/6,0,e
33619,66700,20000430,17/5,327.0,26/6,0,e
33620,38232,20000431,14/2,121.0,15/4,0,e
33621,10579,20000431,9/9,126.0,24/11,1,e
33622,75998,20000431,6/3,81.0,12/5,0,e
33623,25029,20000431,25/9,116.0,8/11,0,e
33625,19620,20000431,18/7,133.0,26/9,0,e
33626,7509,20000431,12/4,85.0,28/7,0,p
33628,51975,20000431,8/9,75.0,15/12,0,e
33631,66077,20000431,25/3,111.0,17/6,0,p
33632,4767,20000431,4/1,99.0,26/3,1,e
33634,28703,20000431,18/9,100.0,17/12,0,e
33635,24272,20000431,16/4,123.0,15/6,0,e
33636,36294,20000431,17/3,98.0,26/6,0,e
33637,16987,20000431,23/9,75.0,24/12,0,p
33638,65356,20000431,27/8,128.0,11/10,0,e
33639,52424,20000431,14/5,86.0,3/7,0,e
33640,6163,20000431,25/5,102.0,11/8,0,e
33641,64643,20000431,11/4,140.0,6/7,0,e
33642,68571,20000431,6/9,67.0,11/11,1,e
33643,66117,20000431,13/7,132.0,2/10,0,e
33644,21938,20000431,26/3,86.0,8/5,0,e
33646,66142,20000431,25/8,122.0,13/11,0,e
33647,29975,20000431,8/3,94.0,26/6,0,p
33648,5252,20000431,6/4,132.0,24/6,0,e
33649,47006,20000431,9/11,88.0,4/12,0,e
33650,33658,20000431,27/3,113.0,26/5,0,e
33651,71312,20000431,2/9,77.0,3/12,0,p
33652,47464,20000431,19/6,110.0,12/9,0,p
33653,13425,20000431,28/9,109.0,26/11,1,e
33654,54192,20000431,21/6,101.0,15/8,0,e
33655,46835,20000431,18/4,129.0,24/7,0,p
33657,47364,20000431,28/5,97.0,20/7,0,p
33658,94,20000431,18/5,119.0,28/7,0,e
33659,9783,20000431,12/5,89.0,11/8,0,e
33660,77770,20000431,3/9,101.0,17/12,0,p
33661,75789,20000431,21/9,104.0,18/12,0,e
33665,62823,20000431,8/2,77.0,28/4,0,e
33667,59931,20000431,28/9,99.0,5/11,0,e
33668,26685,20000431,8/3,118.0,12/4,1,e
33670,22049,20000431,2/3,137.0,22/6,0,p
33671,45517,20000431,27/9,85.0,26/11,0,p
33672,15360,20000431,2/1,126.0,1/4,0,e
33673,20443,20000431,13/5,83.0,25/7,0,e
33674,23679,20000431,6/9,122.0,21/10,0,e
33675,60781,20000431,10/5,113.0,28/7,0,e
33676,43813,20000431,4/6,85.0,5/7,0,e
33677,78339,20000431,8/1,100.0,28/3,0,p
33678,7807,20000431,8/1,118.0,21/3,0,e
33679,65342,20000431,5/3,90.0,11/5,0,e
33680,66468,20000431,28/4,121.0,26/7,1,e
33681,28563,20000431,14/4,117.0,17/6,0,p
33682,16478,20000431,4/3,95.0,24/5,0,e
33683,31113,20000431,18/9,94.0,22/10,0,p
33684,66325,20000431,20/1,106.0,15/4,0,e
33685,39194,20000431,14/3,99.0,26/6,0,e
33687,34754,20000431,8/5,123.0,28/7,0,e
33689,77914,20000431,25/5,98.0,14/8,0,p
33690,73042,20000431,18/2,96.0,11/5,0,e
33692,15085,20000431,14/3,112.0,25/5,1,e
33693,6668,20000431,8/6,77.0,13/8,0,p
33694,71387,20000431,20/9,125.0,7/12,0,p
33695,25688,20000431,17/3,105.0,22/6,0,e
33696,24903,20000431,8/1,106.0,27/3,0,p
33697,29112,20000431,14/7,113.0,26/10,1,e
33699,42102,20000431,18/3,112.0,8/6,1,e
33700,66438,20000431,14/1,136.0,22/4,0,e
33702,25634,20000431,5/8,124.0,17/10,0,p
33703,58854,20000431,2/7,99.0,17/10,1,e
33704,3653,20000431,7/8,110.0,27/10,0,e
33705,30822,20000431,14/8,81.0,27/9,0,e
33706,77232,20000431,21/5,102.0,11/7,0,p
33707,37668,20000431,6/6,109.0,28/8,0,e
33708,74626,20000431,28/5,120.0,11/7,0,e
33709,73169,20000431,10/3,83.0,26/4,0,e
33710,57384,20000431,14/4,125.0,15/7,0,e
33712,56303,20000431,10/1,146.0,7/2,0,e
33713,79533,20000431,27/4,93.0,4/7,0,e
33714,46685,20000431,14/4,111.0,9/6,0,p
33715,49051,20000431,9/7,92.0,13/10,0,e
33716,40539,20000431,9/3,107.0,17/6,0,e
33717,25152,20000431,20/6,108.0,26/9,0,e
33718,59219,20000431,21/8,115.0,17/10,0,e
33721,2167,20000432,14/3,93.0,9/6,0,e
33722,39345,20000432,24/8,121.0,15/10,0,e
33723,68125,20000432,14/1,109.0,27/2,0,e
33724,73263,20000432,27/8,109.0,11/10,0,e
33725,29529,20000432,4/3,97.0,26/5,0,e
33726,66425,20000432,13/1,112.0,15/4,0,p
33728,41053,20000432,4/1,83.0,27/3,0,e
33729,39633,20000432,19/3,117.0,6/5,1,e
33730,10207,20000432,28/1,137.0,8/3,0,e
33731,12817,20000432,27/3,112.0,6/5,0,p
33733,71508,20000432,6/3,108.0,18/6,0,e
33734,54474,20000432,10/1,123.0,21/4,0,e
33735,62867,20000432,14/1,81.0,9/3,0,p
33736,58547,20000432,17/9,132.0,28/11,0,e
33737,73718,20000432,9/1,96.0,14/3,0,p
33740,56668,20000432,22/8,99.0,28/10,1,p
33741,40058,20000432,5/6,108.0,11/8,0,e
33742,42731,20000432,18/2,124.0,21/4,0,e
33743,45900,20000432,14/1,85.0,16/2,0,e
33744,59619,20000432,4/8,136.0,13/10,0,e
33745,60628,20000432,6/9,111.0,11/11,1,p
33747,59281,20000432,25/3,101.0,18/5,0,e
33748,60746,20000432,28/5,117.0,21/7,0,e
33751,1667,20000432,12/1,87.0,13/3,0,e
33752,45153,20000432,14/5,93.0,11/8,0,p
33754,16331,20000432,4/6,119.0,17/8,0,e
33755,75370,20000432,5/8,81.0,27/10,0,e
33756,7402,20000432,28/3,121.0,20/5,0,e
33757,25592,20000432,18/1,108.0,5/3,0,e
33758,3622,20000432,10/1,115.0,4/2,0,e
33759,78892,20000432,8/7,129.0,17/9,0,p
33760,53404,20000432,13/3,75.0,6/5,0,p
33761,66874,20000432,6/6,145.0,21/9,0,e
33762,67303,20000432,10/4,102.0,21/6,0,e
33763,33287,20000432,9/5,88.0,27/7,0,p
33764,42728,20000432,7/3,119.0,12/5,0,p
33765,73477,20000432,2/4,125.0,26/7,0,e
33766,44945,20000432,10/7,101.0,13/9,1,e
33767,68674,20000432,13/2,105.0,8/5,0,e
33768,59099,20000432,6/4,90.0,1/6,0,e
33769,62903,20000432,4/3,147.0,7/5,0,p
33770,11932,20000432,21/1,95.0,24/4,0,p
33771,55937,20000432,12/5,115.0,28/6,0,e
33772,5797,20000432,7/9,124.0,16/12,0,e
33773,3617,20000432,28/3,87.0,24/6,0,e
33774,68497,20000432,22/3,121.0,13/5,0,e
33776,46368,20000432,7/4,115.0,16/7,0,e
33777,41608,20000432,11/3,123.0,26/5,0,e
33778,38221,20000432,11/3,126.0,15/5,0,e
33779,10118,20000432,8/3,112.0,13/5,0,p
33782,41732,20000432,8/3,120.0,16/6,0,p
33783,72548,20000432,7/3,120.0,5/5,1,e
33784,78787,20000432,6/3,87.0,16/4,0,e
33786,394,20000432,25/3,131.0,25/4,0,e
33787,63763,20000432,28/1,88.0,26/3,0,e
33788,44098,20000432,19/1,105.0,26/3,1,e
33791,58615,20000432,14/7,93.0,1/9,0,e
33792,65999,20000432,24/1,98.0,11/4,0,e
33793,42400,20000432,5/5,136.0,25/7,1,e
33794,78190,20000432,21/3,111.0,15/5,0,p
33795,8975,20000432,10/7,92.0,9/10,0,e
33796,1646,20000432,14/6,111.0,5/9,0,e
33797,78548,20000432,14/1,140.0,14/3,0,e
33798,63106,20000432,9/6,98.0,18/9,1,e
33800,36510,20000432,18/4,110.0,22/7,0,p
33801,31014,20000432,14/3,84.0,24/5,0,p
33802,20730,20000432,11/3,136.0,2/5,1,e
33803,45344,20000432,2/1,79.0,16/3,0,e
33804,59362,20000432,22/5,114.0,28/7,0,e
33806,35010,20000432,9/3,118.0,9/5,0,e
33807,44168,20000432,13/3,113.0,12/4,0,e
33808,44917,20000432,27/1,135.0,16/4,0,p
33810,40645,20000432,8/3,102.0,17/6,0,e
33811,6988,20000432,26/8,136.0,8/11,0,e
33812,5611,20000432,9/3,111.0,7/5,0,e
33813,18372,20000432,18/9,117.0,6/11,0,e
33816,8285,20000432,28/1,114.0,26/3,0,e
33817,25909,20000432,6/1,136.0,1/4,0,e
33818,35024,20000432,8/9,89.0,13/10,0,e
33819,70959,20000432,9/5,125.0,13/7,0,e
33820,51494,20000432,18/3,93.0,15/5,0,e
33821,20474,20000432,27/1,134.0,17/3,0,e
33822,78601,20000432,8/1,113.0,15/2,0,e
33824,61239,20000432,28/5,112.0,26/7,0,e
33825,65036,20000432,26/9,108.0,18/12,0,e
33826,70930,20000432,8/7,106.0,15/9,0,e
33827,14179,20000432,18/8,90.0,11/11,0,e
33828,12871,20000432,23/8,109.0,1/10,0,e
33829,2116,20000432,5/9,149.0,21/10,0,e
33830,44981,20000432,7/3,113.0,21/6,1,p
33831,17903,20000432,18/3,86.0,26/5,0,e
33832,21846,20000432,27/6,134.0,14/9,0,e
33833,69931,20000432,14/8,108.0,22/11,0,p
33834,65322,20000432,6/1,98.0,28/4,0,e
33835,53801,20000432,12/8,87.0,7/9,1,e
33836,6391,20000432,14/8,130.0,26/10,0,e
33838,10655,20000432,14/1,95.0,26/3,0,e
33841,72372,20000432,4/9,134.0,11/11,0,p
33842,68270,20000432,2/1,97.0,24/2,0,e
33843,13277,20000432,2/1,89.0,18/3,1,e
33844,62227,20000432,18/3,146.0,26/6,0,e
33845,11546,20000432,27/3,102.0,28/4,0,e
33846,58083,20000432,1/1,111.0,3/4,0,p
33847,18195,20000432,21/3,91.0,28/4,0,p
33848,38310,20000432,14/9,128.0,15/11,0,e
33849,69918,20000432,10/6,80.0,25/8,0,e
33850,22668,20000433,14/5,161.0,28/8,0,e
33852,8749,20000433,27/1,138.0,13/3,0,p
33853,18792,20000433,18/8,117.0,15/10,0,e
33855,31968,20000433,2/3,149.0,2/6,0,e
33856,41325,20000433,18/1,113.0,25/3,0,e
33857,55174,20000433,8/9,115.0,24/10,1,e
33858,72150,20000433,5/4,160.0,12/7,0,e
33859,70516,20000433,5/1,157.0,11/4,0,p
33860,59143,20000433,20/6,150.0,21/9,0,p
33861,78237,20000433,24/9,115.0,12/11,0,e
33862,56388,20000433,27/5,117.0,25/7,0,e
33863,23696,20000433,28/8,139.0,25/10,0,e
33864,73313,20000433,22/8,171.0,2/10,0,e
33866,51607,20000433,9/5,187.0,3/8,0,e
33867,76665,20000433,21/4,134.0,17/6,0,e
33868,423,20000433,2/9,95.0,18/11,0,e
33870,74333,20000433,6/3,123.0,18/6,0,e
33871,4937,20000433,2/10,153.0,27/12,0,e
33872,12144,20000433,19/3,148.0,5/6,0,e
33873,47609,20000433,23/3,119.0,1/5,0,e
33875,66753,20000433,4/9,150.0,15/10,0,e
33877,36474,20000433,27/4,131.0,14/7,0,p
33878,56520,20000433,26/4,125.0,26/7,0,e
33879,5374,20000433,18/3,146.0,28/6,1,p
33880,77267,20000433,23/4,128.0,11/6,0,e
33881,28478,20000433,17/8,164.0,27/9,0,p
33882,65327,20000433,20/1,125.0,17/4,1,e
33883,76864,20000433,14/9,140.0,1/12,0,e
33888,71948,20000433,27/1,150.0,28/3,0,p
33889,26765,20000433,28/1,144.0,23/4,0,e
33890,10734,20000433,10/7,103.0,16/9,0,p
33891,50555,20000433,14/1,134.0,27/2,0,e
33892,4441,20000433,28/3,149.0,28/5,0,p
33893,77064,20000433,16/9,176.0,28/11,0,e
33894,69482,20000433,10/5,143.0,16/6,0,p
33895,73050,20000433,8/9,91.0,24/11,0,e
33896,49409,20000433,9/3,188.0,26/5,0,p
33897,65328,20000433,9/3,85.0,11/5,0,e
33898,36845,20000433,4/6,179.0,26/8,0,e
33899,77169,20000433,8/8,142.0,2/9,0,e
33900,70331,20000433,25/6,148.0,1/9,0,e
33901,44342,20000433,21/8,125.0,11/11,1,p
33904,23215,20000433,8/8,127.0,13/10,0,p
33905,25694,20000433,8/6,161.0,11/9,0,e
33906,73553,20000433,8/3,123.0,21/5,1,e
33907,65637,20000433,6/8,164.0,27/11,0,e
33908,70396,20000433,22/6,112.0,16/8,0,e
33909,77459,20000433,22/3,138.0,28/5,1,p
33910,69906,20000433,3/6,120.0,3/9,0,e
33911,68359,20000433,4/4,167.0,13/6,0,e
33912,61307,20000433,26/1,120.0,17/3,0,e
33913,63449,20000433,28/6,178.0,18/7,0,p
33914,20533,20000433,25/3,105.0,21/5,0,e
33915,13757,20000433,14/1,126.0,26/3,0,e
33917,75459,20000433,23/9,110.0,12/11,0,e
33919,66775,20000433,17/5,118.0,21/8,0,p
33920,36408,20000433,18/7,169.0,4/9,0,e
33921,32241,20000433,13/9,129.0,11/12,1,e
33922,61536,20000433,24/8,133.0,16/10,0,e
33923,68432,20000433,2/9,138.0,12/12,0,p
33924,1584,20000433,8/3,119.0,11/6,0,p
33925,21780,20000433,8/7,168.0,28/9,1,e
33926,28562,20000433,16/4,148.0,26/7,0,e
33928,13411,20000433,27/5,157.0,24/6,1,e
33930,23826,20000433,17/4,135.0,11/7,1,e
33931,2230,20000433,28/7,159.0,25/10,0,e
